FID,Planet,planet_norm,Region,Sector,System,Grid,X,Y,arcgis_hash,deleted,Canon,Legends,zm,name0,name1,name2,lat,long,ref,status,CRegion,CRegion_li
97,Grizmallt,grizmallt,Core Worlds, , ,L-9,425.78,265.62,1d8f04cdbc21549719db0755176ce6d8481dcfb5360a013cae5434125bd20a84,0,1,1,2,grizmallt, , ,2.38537880629,3.82488384708, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
98,Alsakan,alsakan,Core Worlds, , ,L-9,258.31,163.75,0df6ce2244d1fdda966cf463f24ea6de7818f7c64bdf5be4b568457752f4ae97,0,1,1,1,alsakan, , ,1.47083986738,2.32045206692, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
99,Tepasi,tepasi,Core Worlds, ,Tepasi system,L-9,1342.22,271.14,beaf05c61f39ce0c58fb8baeb0f1a9bef37ea05b19b7b5b684d005565ef9e8cb,0,1,1,1,tepasi, , ,2.43498646064,12.0573656485, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
100,Skako Minor,skako minor,Core Worlds, ,Skako system,L-9,1142.81,154.6,109c106175e69ee6b57ab52a9590d50e89cb192c9e8281dd1e20d3469592f736,0,1,1,1,skako, , ,1.3886853887,10.2660061572, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
101,Basilisk,basilisk,Core Worlds, , ,L-9,913.86,102.99,1778bd47649fd3f5727fd1ea1dc5c59ba4dce6728ee5248680b8d5161c97f790,0,0,1,2,basilisk, , ,0.925108576126,8.20936778086, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
102,Spira,spira,Core Worlds, ,Spira system,L-10,130.05,-251.66,571cd4214a7d0f62abb722f75026a863d55e8da35da91dd25056fc57a848d2e9,0,1,1,2,spira, , ,-2.26007433983,1.16829811898, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
103,Yulant,yulant,Core Worlds, ,Yulant system,L-10,516.32,-243.74,84a1c9390d3ddeee19d2bf25fe73afa7297ce2581a3eb2a9b053d3030132a77b,0,0,1,2,yulant, , ,-2.18902005009,4.63813290935, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
104,Aargau,aargau,Core Worlds, ,Zug system,L-10,603.07,-298.13,5d8d1ee25a78f0d48ae55156ea358d2aac23fc11fe6e8bef0d571b27e32f336d,0,1,1,1,aargau, , ,-2.67713072141,5.41749060926, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
105,Broest,broest,Core Worlds, ,Broest system,L-10,979.89,-366.75,9de2e3291652d5b3e140cbf1c2ef1c0fea0ca2dcfd9e938508af6c848d82edcc,0,1,1,2,broest, , ,-3.29279812624,8.80246211438, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
106,Ixtlar,ixtlar,Core Worlds, ,Ixtlar system,L-10,556.47,-61.46,41905fcf50907e4710ec55fafe7662e9c3a4fdb08fbe86877a91a92068944ada,0,1,1,1,ixtlar, , ,-0.552132649614,4.998879343, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
107,Vultar,vultar,Core Worlds, ,Vultar system,L-10,972.13,-79.59,63fdd583a0be0b123326b872a56c94ab23a660e518de98e3ac21e959e88e74e6,0,0,1,2,vultar, , ,-0.714973501589,8.73281698265, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
108,Wukkar,wukkar,Core Worlds, ,Wukkar system,L-10,850.41,-187.07,07759c4107a93759519b6b43bc4a641cc6e274148be13187826ced0866ffa641,0,0,1,2,wukkar, , ,-1.6802241518,7.63938976131, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
109,Kailor V,kailor v,Core Worlds, ,Kailor system,L-10,1036.88,-301.02,c7943f7258e524dcf1734ff4df807431e643df64365729426286d5b38b7ac41b,0,0,1,2,kailor,kailor v,kailor 5,-2.70309572785,9.31442720687, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
110,Palawa,palawa,Core Worlds, , ,L-10,1388.22,-228.07,a88e4b9da82a01b7807bdb9cbebe5dbe765d54a905f9c83b492f3eb62959f820,0,0,1,2,palawa, , ,-2.04838168194,12.4706320242, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
111,Xorth,xorth,Core Worlds, ,Xorth system,L-10,1237.59,-425.45,f06940c56126b59efd26c6d92dab4723b39794d16691681b5c865e7c90406b8c,0,0,1,2,xorth, , ,-3.81903051866,11.1174524477, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
112,Gama,gama,Core Worlds, , ,L-12,1255.6,-3694.85,b86a325c4ada8bb638bf9adc3f717b55bc3519fadb31e818553e2ad84e7b75d1,0,0,1,2,gama, , ,-31.4769658686,11.2792849792, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
113,Balosar,balosar,Core Worlds, ,Balosar system,L-12,1013.95,-3776.22,07941b8d0c9abf5e9e1cc6f29ed7cf69481218bb9c69405bb6d097049e0586cc,0,1,1,1,balosar, , ,-32.0983151546,9.10843638319, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
114,Lansono,lansono,Core Worlds, , ,L-12,1457.63,-4169.23,0a0ece44285680c16550fe14c46550a030959237868a22cb315f9dc6b30dbec2,0,0,1,2,lansono, , ,-35.0393140199,13.094151787, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
115,Lujo,lujo,Core Worlds, , ,L-12,740.06,-3962.09,95fcbf337d03c0467187139ffd82ae05cb99d7fed6feba028fdab1f38d5d368c,0,0,1,2,lujo, , ,-33.5017199436,6.64806054561, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
116,Shulxi,shulxi,Core Worlds, , ,L-12,926.85,-4056.41,cf18f771e44c741aa940cd421a2688230747252220c34d043a1b468f189c3801,0,0,1,2,shulxi, , ,-34.2053601847,8.32603790491, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
117,Azbrian,azbrian,Core Worlds, , ,L-12,925,-4269.09,f556dcc3e0c659f961366d68821920e02d1f9dedbebb013171b498da064f6134,0,0,1,2,azbrian, , ,-35.7705401736,8.30942426801, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
118,Thomork,thomork,Core Worlds, ,Thomork system,L-12,287.91,-3999.3,b11d5d07f33612d8cc844d4cf2004c4f75cbc424d68652de6ee1471bb7216f85,0,0,1,2,thomork, , ,-33.7799701585,2.58631067074, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
119,Frego,frego,Core Worlds, ,Frego system,L-13,440.45,-4596.44,1c0fd4f1be2156f7a97dcbdcbd73c61736008ceeb92eb1acd57112e46722816d,0,0,1,2,frego, , ,-38.1203516574,3.95665131651, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
120,Iphigin,iphigin,Core Worlds, ,Iphigin system,L-13,673.48,-4918.24,4641cf69050f8f0acf5299b9229efeba9f749e2fe9c029a5afb7c2afffd0cdf7,0,0,1,2,iphigin, , ,-40.3589429156,6.04996960641, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
121,Andara,andara,Core Worlds, ,Andaran system,L-13,1465.03,-4737,f145aae398b325b71bd67fcbb5abb3e2ddf8d9197a81e176de33ea07fdc4df59,0,1,1,1,andara, , ,-39.1069126878,13.1606063355, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
122,Eamus 6,eamus 6,Core Worlds, , ,L-13,79.6,-4564.03,f43b9261fece3a5c740915d52381f611421953d203b475fc7243e289acba1818,0,0,1,2,eamus, , ,-37.8909102454,0.715069984894, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
123,Plexis,plexis,Core Worlds, ,Plexis system,L-13,131.38,-4667.59,325192d8d612ee055ce9b37f35516e6f48f61faf5a4f817a7a3db9f423416160,0,1,1,2,plexis, , ,-38.6214672769,1.18025182709, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
124,Diamal,diamal,Core Worlds, , ,L-13,151.73,-5137.35,50b390f3833ad7b66691b55c3cb02f646ed68df11435a0be269f44ff573c03bc,0,0,1,2,diamal, , ,-41.8420409758,1.36300183659, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
125,Corann,corann,Core Worlds, , ,L-9,1496.35,501.7,b422e99d4acf615f1259dbd86b822d5f142437d219db79c0a27b1eb6f8e444a8,0,0,1,2,corann, , ,4.50224449348,13.4419295169, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
126,Korfo II,korfo ii,Core Worlds, , ,M-9,1600.55,123.78,616cc7c21dc55c981d39fc3645811c178514a7e3935ec920dbaf81d9636c9d41,0,0,1,2,korfo, , ,1.11184049274,14.3779904435, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
127,Caamas,caamas,Core Worlds, ,Cirius system,M-9,1705.44,106.3,da2e74a23a710ffb9b3eaa85b0311e66d5ab7c0356c222e8c6faa41389d12232,0,1,1,1,caamas, , ,0.954831320366,15.320199006, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
128,Aldraig,aldraig,Core Worlds, ,Aldraig system,M-10,1572.1,-298,5dbd206765de069a873735c36e537796d29cb8dedf300db6a1150a601493046c,0,1,1,2,aldraig, , ,-2.67598381565,14.1224050613, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
129,Alderaan,alderaan,Core Worlds, ,Alderaan system,M-10,1942.44,-89.52,996086f0f276c5c8d006f2a806c0140de1aaeaaf1d4902a28d120239ed311131,0,1,1,0,alderaan, , ,-0.80414589085,17.449215544, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
130,Vuma,vuma,Core Worlds, ,Vuma system,M-10,1689.77,-887.92,38512d614c86ecd8f60c826dbf4fb3594e29747b37b77b1a4bc18c69fa83aef4,0,0,1,2,vuma, , ,-7.95064856422,15.1794277908, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
131,Ator,ator,Core Worlds, , ,M-10,1612.07,-1105.46,0f21234702f992c9686e0ad5e4eaf44a7de7f06733b750bb11e86c5a1d23f443,0,1,1,2,ator, , ,-9.88115017084,14.4814955217, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
132,Leria Kerlsil,leria kerlsil,Core Worlds, ,Leria Kersil system,M-10,1879.68,-1247.03,1f303c7da10bc985d9597410712283cbb9d70f4f5e46a9b4f560dd364f2e5608,0,0,1,2,leria kerlsil, , ,-11.1315893612,16.8854844485, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
133,Tyed Kant,tyed kant,Core Worlds, ,Kantel system,M-10,2181.82,-354.42,2090bbcb78c7e6c6025763e38328b7e5dc30c139a1562df8d9cdfd2cb486144f,0,0,1,2,tyed kant, , ,-3.18218250941,19.5996654957, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
134,Demophon,demophon,Core Worlds, ,Demophon system,M-10,1789.9,-497.72,310703e0f1888ff5b9dec82b9985f656e9fb21f8e5e2af103874e1c6c337b4cb,0,0,1,2,demophon, , ,-4.46658608194,16.0789849383, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
135,Glithnos,glithnos,Core Worlds, , ,M-10,1896.95,-623.76,ce1cb79cbd7861809d1f1f4ba1b4c47a576c3c02bdcee053d92bd4894e61cd58,0,0,1,2,glithnos, , ,-5.59440777676,17.0405805082, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
136,Fedalle,fedalle,Core Worlds, ,Fedalle system,M-10,2097.22,-817.13,c25e7a607b3e94f14ffec8ce934e8f6b33aaaa9ca692793b6510dedc86385168,0,1,1,1,fedalle, , ,-7.32039625652,18.8396948024, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
137,Raxxa,raxxa,Core Worlds, ,Raxxa system,M-10,2502.96,-832.67,6c747244ff3a83a0cfda012d78f9cddf3d8775abac06b0bbf87e59672012a59e,0,0,1,2,raxxa, , ,-7.45882334092,22.4844522075, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
138,Kuat,kuat,Core Worlds, ,Kuat system,M-10,2789.98,-896.57,607341debc890302dec7e631bdc61b5df2043c96f6454da7c7a0e6c7c40766d2,0,1,1,0,kuat, , ,-8.02766398782,25.0628178499, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
139,Talravin,talravin,Core Worlds, ,Talravin system,M-10,2280.51,-1117.11,e74c195123a12777a061765e28a7aecf9db18be7c12d4b436dd837f78aba0d34,0,0,1,2,talravin, , ,-9.98428406136,20.4861207049, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
140,Pria,pria,Core Worlds, ,Pria system,M-10,2599.05,-1255.67,ece1b8b306b58fbd92a531b2b53a083f4ead805fd9bd8e75e38f8d7cbfae5154,0,0,1,2,pria, , ,-11.2076816748,23.3476430082, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
141,Ruul,ruul,Core Worlds, ,Ruul system,M-10,2153.61,-1455.08,018fde00a0216fb765749b3f134a3d053683b0f4fd8462dabd6dd19baf1aa2b0,0,0,1,2,ruul, , ,-12.9592766902,19.3461646658, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
142,Sarapin,sarapin,Core Worlds, ,Sarapin system,M-10,2400.93,-1356.67,f7fbb7c0879040ea66085f4e60c37533ae616a67b76ea93ee01ad32c9d5bf00b,0,1,1,1,sarapin, , ,-12.0962864489,21.5679157225, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
143,Humbarine,humbarine,Core Worlds, , ,M-10,2823.5,-1499.11,fe6cad998c2201d51fadc6953123098f36d2b35770b86b74b1ca9bfb932e433e,0,1,1,1,humbarine, , ,-13.3443972081,25.3638917864, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
144,Trellen,trellen,Core Worlds, , ,M-11,2464.38,-1506.88,5727409e673400ef2c863a07b9f46f51274929a78978d20ca48150994875ba5d,0,0,1,2,trellen, , ,-13.4122964792,22.137893742, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
145,Mawan,mawan,Core Worlds, , ,M-11,2531.71,-1667.44,ba9c372be36cbb6e1b545d1271321f8ce7bca519af3c30898e60871548290ee6,0,0,1,2,mawan, , ,-14.8111224545,22.7427683756, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
146,Seyugi,seyugi,Core Worlds, , ,M-11,2809.68,-1808.15,a2279ad465c6a082269d78e5c80cb0c0cf7d47aa592866f88d667346371d543a,0,0,1,2,seyugi, , ,-16.029624857,25.2398149379, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
147,Recopia,recopia,Core Worlds, ,Recopi system,M-11,2291.73,-1856.5,7f3f1128faf3a386aac983330857b3d5952e822f71df6fad446d65b98bc283b1,0,0,1,2,recopia, , ,-16.4465688766,20.5869331441, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
148,Loretto,loretto,Core Worlds, , ,M-11,2652.57,-1989.44,a5a96fdd3c38ad3919e8176537d97a0ef451ea91de5ba68b146cc098ddc59e6f,0,0,1,2,loretto, , ,-17.5884966037,23.8284407941, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
149,Rendili,rendili,Core Worlds, ,Rendili system,M-11,2455.75,-2112.02,46d2fee62ba1f3d61736cda5d1be969d9b64a774c3ef246a794aaeeae62221fb,0,1,1,1,rendili, , ,-18.635099309,22.0603457121, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
150,Perma,perma,Core Worlds, ,Perma system,M-11,2020.66,-1600.97,4f474dc8ae68177b21f5f14d52fc40bb1bbf668985346ef783e085e244afd9fd,0,0,1,2,perma, , ,-14.233082798,18.1519250052, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
151,Lolnar,lolnar,Core Worlds, , ,M-11,2075.91,-1763.26,34550ddcda75cd58cae818251664febf9b66f7510fb70cdb97cce14be798a30c,0,0,1,2,lolnar, , ,-15.6416799426,18.6482323967, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
152,Columus,columus,Core Worlds, , ,M-11,1999.94,-1942.82,27e4e094756c473b4fc2c1fea72a32fe91952a0d4a689f5cff54f7692332e3e8,0,1,1,1,columus, , ,-17.1888757821,17.9658097333, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
153,Lettow,lettow,Core Worlds, ,Lettow system,M-11,1900.89,-2198,543b3f6afe54170014097463a158baa3e65960de379b1fbdda3b38fed46ed4ff,0,1,1,2,lettow, , ,-19.3653444977,17.0759460904, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
154,Rehemsa,rehemsa,Core Worlds, ,Rehemsa system,M-11,2228.93,-2265.33,e677e56f8bbdbf7d10116c5afdd7767b75455d5f858da072603bbe682f1c57c0,0,0,1,2,rehemsa, , ,-19.9349903286,20.0227712265, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
155,Sedratis,sedratis,Core Worlds, ,Sedratis system,M-11,2282.45,-2432.8,2290519052c986e9acfec845313717f2072f80bf2c6dc495c6dc53fcb18edeb6,0,1,1,2,sedratis, , ,-21.3428228161,20.5035690124, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
156,Baraboo,baraboo,Core Worlds, , ,M-11,2716.67,-2203.61,1eed809db6696ed35b78194d989176ca91dce3b70b8ad4057c35ce12e8fefcfe,0,0,1,2,baraboo, , ,-19.4128919635,24.4042349165, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
157,Bellassa,bellassa,Core Worlds, , ,M-11,2746.02,-2291.66,8a1f8ac3b401c5313d13fa5fc97fb668f173a75385092225813d1e7307632221,0,1,1,1,bellassa, , ,-20.1571825119,24.6678982174, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
158,Jaciprus,jaciprus,Core Worlds, , ,M-11,2802.99,-2493.66,4834b74a8e7a21e82f29c27e4db79702d894a4eced213592c0834e6f17359abe,0,0,1,2,jaciprus, , ,-21.8511526667,25.1797152154, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
159,Voktunma,voktunma,Core Worlds, ,Voktunma system,M-11,2830.62,-2585.17,fda69117a501871f5b82514a239f9678a80e6932099b10558d5c12f58fa4a4d7,0,0,1,2,voktunma, , ,-22.6120478544,25.4278689107, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
160,Samaria,samaria,Core Worlds, ,Leemurtoo system,M-11,2545.74,-2538.55,2c4cef1fbd62f08522b8ba24cbed0560bc34efcd052280dbcd1f0277c82e9096,0,0,1,2,samaria, , ,-22.2249380601,22.8687839242, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
161,Rydonni Prime,rydonni prime,Core Worlds, ,Namaryne system,M-11,2326.47,-2614.52,dfbcdbf8b127da22980054f4266318776d10549e0ad02dfea4b41860072bc991,0,0,1,2,rydonni prime, , ,-22.855227269,20.8990639646, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
162,Goorla,goorla,Core Worlds, , ,M-11,2317.84,-2704.3,db99aa6cd3ee88446509ebb3d32e87d00f72d45847626c1ee55d6e725faadd64,0,0,1,2,goorla, , ,-23.5963592978,20.8215159347, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
163,Sacorria,sacorria,Core Worlds, ,Sacorrian system,M-11,2278.13,-2768.18,153be906d1f4da99b15e8e5335b03dc1f3dffce7647b9b86ee4bbf1d1632fb7a,0,0,1,2,sacorria, , ,-24.1211735144,20.4647949974, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
164,Corellia,corellia,Core Worlds, ,Corellia system,M-11,2363.29,-2790.57,4722638d2f9f5c341446f4dc0ddb3aa641244d7d40e945d259432a8606d8eec3,0,1,1,0,corellia, , ,-24.304613244,21.2298304929, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
165,Duro,duro,Core Worlds, ,Duro system,M-11,2356.53,-2801.96,50faba90bbb393f4801775d293890b751f08e3ee89118705c59447e92151588c,0,1,1,2,duro, , ,-24.3978209283,21.1690414222, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
166,Nubia,nubia,Core Worlds, ,Nubus system,M-11,2364.13,-2800.64,64865c063118d3eaa15c6e330edc629839173cfe51b81ee686a7fcb3556476b5,0,1,1,3,nubia, , ,-24.3869977259,21.2373743435, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
167,Karvoss II,karvoss ii,Core Worlds, ,Karvoss system,M-12,1758.65,-3078.37,a46561d6a005164b298d601311126a7734579885be8ec63021d17652428247fe,0,0,1,2,karvoss, , ,-26.6384620503,15.7981943033, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
168,Hemei IV,hemei iv,Core Worlds, , ,M-12,1556.44,-3258.38,bd4e8cf276403e44fed7bd363307210de408edb9c3e94d7ede124210360bb5da,0,0,1,2,hemei, , ,-28.0746197234,13.9817699669, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
169,Chasin,chasin,Core Worlds, , ,M-12,2375.12,-3741.7,c47215d1b3ef4c11aa58a6efaa0e9d79556ee3654ebfebaa0b28460aba2c08f2,0,0,1,2,chasin, , ,-31.8352225774,21.3360733756, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
170,Chamm,chamm,Core Worlds, , ,M-12,1581.1,-3756.5,b28de8ac80d52cc33262db7dcd383d5d9a76e84853e992336c4d752194f9b77b,0,0,1,2,chamm, , ,-31.9480688458,14.2032851303, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
171,Shumogi,shumogi,Core Worlds, , ,M-12,1714.26,-3532.1,8e4e86fae8d76c18234a6604fca71bfc8f091298cdfb92a1fccabb6765fdfd90,0,0,1,2,shumogi, , ,-30.221855487,15.3994670096, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
172,Tinnel IV,tinnel iv,Core Worlds, ,Tinnel system,M-12,2557.6,-3201.67,7086afb971741785f500b4984e3d51108658b5e08ffdfc943405608418814f28,0,1,1,1,tinnel, , ,-27.6241458719,22.9752855818, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
173,Condular,condular,Core Worlds, , ,M-12,2266.62,-4111.58,f952aa6469ca0e9d61fce7470108f15eeefff533ce42beea5e3543648eff0cee,0,0,1,2,condular, , ,-34.6142699278,20.3614066589, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
174,Gandeal,gandeal,Core Worlds, , ,M-12,2190.64,-4249.3,6b6957259d1e8e9711b1dd1baacd8f18bcf3bc38e3fb3f7a08bb3fe9d6c14100,0,0,1,2,gandeal, , ,-35.6261343043,19.6788630633, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
175,Danteel,danteel,Core Worlds, , ,M-12,1736.9,-3919.55,01c7fbff58faabd30525004058d38e288987326fa4e1815fceca369b6ff14742,0,0,1,2,danteel, , ,-33.1825015827,15.6028110066, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
176,Kobaria,kobaria,Core Worlds, , ,M-12,1674.02,-3976.89,8a125513999218868976a50b74f83384938cad37b99dcc7cf3e75c97f4c65f0d,0,0,1,2,kobaria, , ,-33.6124777632,15.0379473412, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
177,Sestria,sestria,Core Worlds, , ,M-13,1540.86,-4572.4,296d9de734f9560990c8a06cce312ce2bc9fdc5192801257ada5a0d3e5e6d429,0,0,1,2,sestria, , ,-37.950241321,13.8417654619, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
178,Coruscant,coruscant,Core Worlds, ,Coruscant system,K-9,0,0,2cac7fe5823677f2e7a8284e6b842f558ec7874e892503fac0955123299395d0,0,1,1,0,coruscant, , ,0,0, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
179,Thrantin,thrantin,Colonies,Ollonir Boundaries,Thrantin OM81-A system,J-9,-2189.65,737.31,c906fc6ba8d1f0a1270beafa6a97d1fcb044609e786399ff1e323085bd9127ed,0,0,1,2,thrantin, , ,6.60869687443,-19.6699397976, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
180,Batorine,batorine,Colonies,Ollonir Boundaries, ,J-9,-1955.39,1341.46,bf5e85c6d6704f44e8f2d5cb6321366795901c1583beadcfe60055c8c6cc905e,0,0,1,2,batorine, , ,11.9626486155,-17.5655457491, ,d,The Interior,https://starwars.fandom.com/wiki/The_Interior
181,Phu,phu,Colonies, ,Phu system,J-13,-1606.13,-5610.85,9f3422278e8772a5c5f0ba9ded898a536dcee4edf50b7fd09b8720220a74af13,0,1,1,1,phu, , ,-44.9321764643,-14.4281209315, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
182,Trunska,trunska,Colonies, ,Trunska system,J-13,-1734.36,-5369.19,5de8b635a528e23acf07e570ae9fa410fcd5fb42c6811cb0997ecf3808237c28,0,0,1,2,trunska, , ,-43.3747821233,-15.5799997785, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
183,Candoria,candoria,Colonies, , ,J-13,-1916.83,-5031.36,5127c952a4399f03b896740256359a3ba59557eab17ab5102200e0bf2e93dbe3,0,0,1,2,candoria, , ,-41.1288452539,-17.2192119838, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
184,Hjaff,hjaff,Colonies, , ,J-13,-1911.9,-4570.24,02713221f9042a3274a8a0ecad2da015fcf85a16a4f24c992bc25e2b4daa28e4,0,0,1,2,hjaff, , ,-37.9349639097,-17.1749089515, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
185,Sif-Uwana,sif uwana,Colonies, , ,K-8,-1015.88,1671.89,b844ba34719471b0b3b7dda3576d7f703b739c18ac72637468ccc3f6f2d08bb3,0,0,1,2,sif-uwana,sifuwana, ,14.8497278339,-9.12581804193, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
186,Vakkar,vakkar,Colonies,Fakir Sector,Vakkar system,K-9,-1420.29,1457.35,4781a4258e8ee53d75d12b4ba17094d96b7450ac174ba9a75055a9aba42b2c6a,0,1,1,1,vakkar, , ,12.979190752,-12.758666714, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
187,Palanhi,palanhi,Colonies,Fakir Sector,Palanhi system,K-9,-996.15,1464.75,6fe532779ac03c0e2b04a534c234c20e75be71a8e8b33a0cb4f3b21886f0a7c5,0,1,1,1,palanhi, , ,13.0439390531,-8.9486059117, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
188,Venjagga,venjagga,Colonies,Fakir Sector, ,K-9,-798.88,991.3,5087e87b612246c98a7d04729e43c9ed3c4c65c436cc22983656f1c7353dfe35,0,0,1,2,venjagga, , ,8.86936940394,-7.17648460846, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
